,Unnamed: 0,id,price_tnd,price_eur,location,city,governorate,Area,pieces,room,bathroom,age,state,latt,long,distance_to_capital,garage,garden,concierge,beach_view,mountain_view,pool,elevator,furnished,equipped_kitchen,central_heating,air_conditioning
515,1530,cab0cac5-4f56-46f1-947b-5fa85d8b7138,4200000.0,1302000.0,Carthage,carthage,tunis,634.0,5.0,4.0,1.0,20-30 ,0.0,36.8471220552816,10.3339539154053,17.5251171509544,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,1538,88a8416d-4647-4776-a179-44717576d5d2,2000000.0,620000.0,Sidi Daoued,marsa,tunis,620.0,5.0,4.0,3.0,10-20 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
521,1543,aa82b547-9e80-4acc-8473-78d0ba21a976,2750000.0,852500.0,La Marsa,marsa,tunis,600.0,5.0,4.0,4.0,1-5 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
522,1547,91a6e418-026b-4899-bfe0-053ead56c6f3,2000000.0,620000.0,Gammarth,marsa,tunis,600.0,5.0,3.0,2.0,5-10 ,1.0,36.917739,10.288893,17.051905570475,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
523,1548,f6ab3750-a935-4980-9bc0-2eb83ade6b03,2000000.0,620000.0,Aouina,marsa,tunis,600.0,5.0,4.0,4.0,1-5 ,1.0,36.8533886,10.2504908,9.2292545045686,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
525,1551,872a3bd8-3efc-47a3-87fc-e94ee8775a83,1100000.0,341000.0,El Menzah 9,menzah,tunis,600.0,5.0,4.0,3.0,1-5 ,1.0,36.845235,10.164723,4.6317218774898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
531,1562,e26faf06-b68f-4640-8941-d53d26857f6f,1138000.0,352780.0,El Menzah 5,ariana ville,ariana,599.0,5.0,4.0,1.0,"10,20",0.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,1568,5a17c39e-a9cd-4f2b-8b18-5f6666f54fa9,2000000.0,620000.0,La Marsa,marsa,tunis,579.0,5.0,4.0,2.0,5-10 ,1.0,36.8941992,10.2762232,14.249053168265,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
535,1570,5586b119-2570-41e0-8b0d-c08158f1d395,1100000.0,341000.0,La Soukra,soukra,ariana,570.0,5.0,4.0,1.0,1-5 ,1.0,36.883333,10.25,11.3450822580238,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
536,1572,c2bde61c-9411-4c58-8796-ebd20749e8c5,570000.0,176700.0,Borj Touil,raoued,ariana,569.0,5.0,4.0,3.0,1-5 ,1.0,36.954444,10.191389,16.228614774176,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
538,1585,8fe20a39-c938-483a-84e0-f808a5af7edd,1200000.0,372000.0,El Manar 1,menzah,tunis,543.0,5.0,4.0,3.0,1-5 ,1.0,36.845235,10.164723,4.6317218774898,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
539,1587,33f71ccb-a1be-49c8-93c8-7a9480faeddc,2200000.0,682000.0,Les Berges Du Lac 1,marsa,tunis,541.0,5.0,3.0,3.0,5-10 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
540,1589,6f4c590c-38f7-44fb-9929-34569d43f32f,1000000.0,310000.0,Le Bardo,bardo,tunis,540.0,5.0,4.0,3.0,10-20 ,1.0,36.83017,10.13736,5.54992694975533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
541,1596,e25c7033-8ce8-4cb4-902b-bbe209ed90fd,1600000.0,496000.0,El Menzah 5,ariana ville,ariana,532.0,5.0,5.0,3.0,10-20 ,0.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
543,1606,386af860-4b48-4284-b70a-3383a08c92e1,1200000.0,372000.0,La Goulette,la goulette,tunis,518.0,5.0,3.0,2.0,10-20 ,0.0,36.8251060438101,10.3134912645264,14.8172913500364,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
545,1619,0595dad8-9c7c-44e7-9b86-8796743f0b11,2200000.0,682000.0,Mutuelle Ville,menzah,tunis,500.0,5.0,4.0,2.0,5-10 ,1.0,36.845235,10.164723,4.6317218774898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,1621,0378acf5-eeeb-4733-898b-12c60d44aa77,1600000.0,496000.0,Gammarth Village,marsa,tunis,500.0,5.0,4.0,3.0,1-5 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
547,1624,3dc2318a-284c-41c8-be6f-a3f8069ee160,1500000.0,465000.0,Les Jardins de Carthage,kram,tunis,500.0,5.0,4.0,3.0,0,2.0,36.8538614324191,10.3012362278862,14.2871251853628,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
551,1637,125068de-3ec1-4f84-9ab5-cb89de67e2ed,650000.0,201500.0,Riadh al Andalous,ariana ville,ariana,500.0,5.0,3.0,2.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
552,1638,c93eb062-f1f7-467f-a7d9-948f7e9eb0a1,600000.0,186000.0,Cité Ennouzha,hammam lif,ben arous,500.0,5.0,4.0,2.0,10-20 ,1.0,36.7205745459546,10.3521617462158,21.1779105293899,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
556,1661,c4b83c1e-60f3-4dd9-8d7a-d15faf4fc2d5,450000.0,139500.0,La Manouba,manouba,manouba,480.0,5.0,3.0,2.0,5-10 ,2.0,36.77855,10.05538,14.3537727228831,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
558,1667,88940329-f4d4-45c3-8a39-cb0e0c478cb8,1050000.0,325500.0,El Menzah 5,ariana ville,ariana,470.0,5.0,3.0,2.0,20-30 ,0.0,36.8483853,10.1745278,4.64923631720915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
562,1673,ec9b49a9-1f9e-42d7-bb37-df0f8b96a17a,2000000.0,620000.0,La Soukra,soukra,ariana,452.0,5.0,4.0,3.0,1-5 ,2.0,36.88833,10.27417,13.6515294537323,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
565,1676,16b7005e-c3e4-4d97-9e19-113c48dcc824,1600000.0,496000.0,Les Berges Du Lac 1,marsa,tunis,450.0,5.0,5.0,2.0,20-30 ,1.0,33.8869,9.5375,327.765254316544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
566,1679,304ded30-89b5-4e69-b9e2-ab0a6018502c,1200000.0,372000.0,Cité Ennasr 2,ariana ville,ariana,450.0,5.0,5.0,3.0,5-10 ,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
567,1682,2c24d273-1cb6-4f0c-b8d4-6daf58989fbf,800000.0,248000.0,Sidi Rezig,mégrine,ben arous,450.0,5.0,4.0,2.0,10-20 ,0.0,36.6938694,10.2622167,15.2468224381805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,1685,752e97be-884a-42f4-893f-720c5ec730f8,750000.0,232500.0,Chotrana 1,soukra,ariana,450.0,5.0,4.0,3.0,1-5 ,1.0,36.883333,10.25,11.3450822580238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
571,1690,cdfe1459-d130-4620-a571-1169b62dfccb,740000.0,229400.0,Cité Ennakhil 1,ezzahra,ben arous,444.0,5.0,3.0,2.0,30-50 ,0.0,36.7450284315641,10.3142677307129,16.2231915646505,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,1692,5a741176-1e36-42cb-9c5b-3473dcc949f7,1132000.0,350920.0,Les Jardins de Carthage,kram,tunis,441.0,5.0,4.0,4.0,0,2.0,36.833333,10.316667,15.3139811663917,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
576,1702,d90a4b0e-8aa8-4bc3-9cb9-38e7c6ac9ef0,900000.0,279000.0,Nouvelle Ariana,ariana ville,ariana,436.0,5.0,4.0,3.0,5-10 ,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
578,1705,364091b4-6171-4287-8432-8247b3d712ab,1500000.0,465000.0,La Soukra,soukra,ariana,426.0,5.0,4.0,4.0,0,2.0,36.8647945825524,10.2947177886963,14.1130717416387,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
579,1707,1e036048-0599-42b6-b1e5-ab09938a5556,550000.0,170500.0,Bellevue,el ouardia,tunis,425.0,5.0,4.0,1.0,30-50 ,1.0,36.776330012061,10.1880761895784,3.38188866106925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,1717,18dda910-93de-478d-9786-f06759398a26,1500000.0,465000.0,Charguia 1,soukra,ariana,410.0,5.0,4.0,1.0,0,2.0,36.883333,10.25,11.3450822580238,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
583,1725,46310f9c-1f51-4085-a334-d0cfa0852aea,1650000.0,511500.0,La Soukra,soukra,ariana,400.0,5.0,4.0,4.0,0,2.0,36.883333,10.25,11.3450822580238,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
585,1729,5e3df663-1349-4d22-8edf-ba79a8964cf5,1200000.0,372000.0,Chotrana 1,soukra,ariana,400.0,5.0,4.0,1.0,0,1.0,36.883333,10.25,11.3450822580238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
589,1740,fe6fc1d6-2830-4c44-b63b-e82b9befb12f,515000.0,159650.0,Riadh al Andalous,ariana ville,ariana,400.0,5.0,4.0,2.0,0,2.0,36.8625,10.19556,6.32498837542227,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
590,1741,37dc98a9-1862-4400-b061-53c0c9de6823,495000.0,153450.0,Cité El Hidhab,fouchana,ben arous,400.0,5.0,4.0,2.0,10-20 ,1.0,36.70107,10.16982,11.6117432152908,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
595,1777,00d1e522-d759-43de-8801-b294105cfc80,350000.0,108500.0,Cité El Hidhab,fouchana,ben arous,379.0,5.0,4.0,2.0,5-10 ,0.0,36.70107,10.16982,11.6117432152908,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,1795,04e4015f-0598-40fb-9168-d8eb70b1913d,1250000.0,387500.0,Les Jardins de Carthage,kram,tunis,365.0,5.0,4.0,3.0,0,2.0,36.833333,10.316667,15.3139811663917,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
602,1809,00fce3b1-0521-450a-9207-1d3175a8fbd2,565000.0,175150.0,La Soukra,soukra,ariana,357.0,5.0,4.0,3.0,1-5 ,1.0,36.883333,10.25,11.3450822580238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,1811,998e6429-545d-43dc-ac3a-7d1266e86ff0,1600000.0,496000.0,Gammarth Supérieur,marsa,tunis,350.0,5.0,4.0,3.0,1-5 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
605,1814,f5ccf49b-decb-40fb-b004-1b9502dfcae9,1200000.0,372000.0,Gammarth Village,marsa,tunis,350.0,5.0,4.0,2.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
606,1815,3f085920-5527-4eff-8420-6b16c0a523f3,980000.0,303800.0,El Menzah 9,menzah,tunis,350.0,5.0,4.0,3.0,5-10 ,1.0,36.845235,10.164723,4.6317218774898,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
612,1824,f324ca44-4ab7-4ccf-8131-2a70c48177d2,800000.0,248000.0,La Soukra,soukra,ariana,350.0,5.0,3.0,4.0,1-5 ,1.0,36.883333,10.25,11.3450822580238,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
620,1844,926f34c3-df4b-4b13-a3d1-d4eef0b6f393,1600000.0,496000.0,Les Jardins de Carthage,kram,tunis,338.0,5.0,4.0,3.0,0,2.0,36.8496291786654,10.3053534089209,14.5580311808492,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
624,1851,ba68c4a8-671a-4994-86b1-5406c8f42983,365000.0,113150.0,Borj Cedria,hammam chott,ben arous,331.0,5.0,4.0,2.0,10-20 ,1.0,36.658969,10.405946,29.7217958814648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
625,1852,01ca092a-77d4-46dd-859e-46b17322edb0,1390000.0,430900.0,El Menzah 5,ariana ville,ariana,330.0,5.0,4.0,3.0,"10,20",0.0,36.8625,10.19556,6.32498837542227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,1863,ae714138-ece5-4ee9-8f4e-c18de7f18004,1771000.0,549010.0,Les Berges Du Lac 2,marsa,tunis,327.0,5.0,4.0,4.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
627,1869,28fe168c-153b-4df9-a7f8-1c41eb8c3233,1550000.0,480500.0,Les Berges Du Lac 2,marsa,tunis,320.0,5.0,4.0,4.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
628,1870,6d9970de-0f35-45bd-a1d8-1f99f33d4056,1550000.0,480500.0,Les Berges Du Lac 2,marsa,tunis,320.0,5.0,4.0,4.0,0,1.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
629,1871,c4f644d2-30a1-45e3-9b81-71ef3d48c619,1530000.0,474300.0,Les Berges Du Lac 2,marsa,tunis,320.0,5.0,4.0,5.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
631,1878,42825864-2629-46cc-8b85-a35244edcf4b,1650000.0,511500.0,Gammarth Village,marsa,tunis,310.0,5.0,4.0,4.0,1-5 ,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
632,1879,2c1e435a-9abd-4334-9c9d-9e070fd2f2d9,1500000.0,465000.0,La Soukra,soukra,ariana,310.0,5.0,4.0,4.0,0,2.0,36.883333,10.25,11.3450822580238,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
633,1881,bf508611-c5c7-420e-b9b8-6fe5f8816861,805000.0,249550.0,La Soukra,soukra,ariana,310.0,5.0,4.0,2.0,0,1.0,36.883333,10.25,11.3450822580238,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
634,1882,30e4ed6d-4be9-460e-8577-86d16457fed1,750000.0,232500.0,Gammarth,marsa,tunis,310.0,5.0,4.0,2.0,5-10 ,1.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,1888,9bfb6414-38dc-4338-8f63-8221e8c67540,1500000.0,465000.0,Chotrana 2,soukra,ariana,300.0,5.0,3.0,3.0,0,2.0,36.883333,10.25,11.3450822580238,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
636,1889,62c972fc-4fd9-4001-9bc2-3a4bd939c803,1500000.0,465000.0,Les Berges Du Lac 2,marsa,tunis,300.0,5.0,4.0,4.0,5-10 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,1893,6e85b046-eb90-4578-8245-537380fc1efd,1080000.0,334800.0,La Soukra,soukra,ariana,300.0,5.0,4.0,4.0,0,2.0,36.88833,10.27417,13.6515294537323,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
639,1897,46350346-c850-4326-9545-17e0d65176da,950000.0,294500.0,Cité el Ghazela,raoued,ariana,300.0,5.0,4.0,2.0,10-20 ,1.0,36.954444,10.191389,16.228614774176,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
646,1910,0637ef24-8b36-41e1-842d-eb765904c8ce,750000.0,232500.0,Cité Ennasr 2,ariana ville,ariana,300.0,5.0,4.0,2.0,5-10 ,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
648,1918,8cc94c24-2264-442e-9310-5a5009944ad6,430000.0,133300.0,Borj Cedria,hammam chott,ben arous,300.0,5.0,3.0,2.0,1-5 ,1.0,36.658969,10.405946,29.7217958814648,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
651,1928,6ab2024d-e85a-43e3-8878-271adb97072c,1200000.0,372000.0,Les Berges Du Lac 2,marsa,tunis,294.0,5.0,3.0,3.0,0,1.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
653,1935,0e7f0423-5fec-4821-b254-8d5e564f3077,1500000.0,465000.0,Carthage,carthage,tunis,290.0,5.0,4.0,1.0,1-5 ,1.0,36.8566,10.3258,16.956028959712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
654,1936,072563d9-cd99-40ac-8f39-0a56999bc43f,1050000.0,325500.0,Les Berges Du Lac 2,marsa,tunis,290.0,5.0,4.0,4.0,1-5 ,1.0,36.8468986,10.2641808,10.2013421125342,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
657,1946,6b58a06a-ec5f-4e12-98d8-591daa51e01f,1100000.0,341000.0,La Marsa,marsa,tunis,285.0,5.0,3.0,3.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
663,1956,edf24a79-a03d-4dc4-a09b-af3318eb21dd,920000.0,285200.0,Cité Ennasr 2,ariana ville,ariana,280.0,5.0,4.0,3.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
664,1957,35d6e0f8-c563-4ad9-be88-cba6e92dc2e3,920000.0,285200.0,Cité Ennasr 2,ariana ville,ariana,280.0,5.0,4.0,3.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
665,1958,8d3ffb88-b62f-4be6-9596-b9eabaa21245,920000.0,285200.0,Cité Ennasr 1,ariana ville,ariana,280.0,5.0,4.0,2.0,1-5 ,2.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
666,1959,be02a5a0-c2bd-4574-8b25-de21d491a962,900000.0,279000.0,Chotrana 2,soukra,ariana,280.0,5.0,4.0,4.0,1-5 ,1.0,36.896544,10.217961,10.6556323701042,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
668,1969,ca66aa6a-b2c4-4298-950f-759efcf273e4,1500000.0,465000.0,La Soukra,soukra,ariana,275.0,5.0,4.0,3.0,0,2.0,36.883333,10.25,11.3450822580238,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
669,1971,59e22746-709c-47cc-80da-ef06c59447ef,1250000.0,387500.0,Carthage,carthage,tunis,270.0,5.0,4.0,1.0,0,2.0,36.8566,10.3258,16.956028959712,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
671,1977,c1a507f6-d55e-4ac4-9f1d-8aabf9054c91,590000.0,182900.0,Sidi Frej,soukra,ariana,270.0,5.0,4.0,3.0,10-20 ,0.0,36.883333,10.25,11.3450822580238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
672,1978,b8a4345d-c2fa-4120-a13b-40b197bfe9f1,520000.0,161200.0,Nouvelle Medina,medina jedida,ben arous,270.0,5.0,4.0,2.0,10-20 ,1.0,36.78898,10.18348,1.93004994234137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
674,1989,1d67ad25-8e25-404a-9bb5-32f594d4ece5,850000.0,263500.0,Les Jardins de Carthage,kram,tunis,265.0,5.0,4.0,2.0,1-5 ,2.0,36.833333,10.316667,15.3139811663917,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
676,2000,064408b2-f4a8-4af4-a1d5-82674b8d3a53,1250000.0,387500.0,La Soukra,soukra,ariana,260.0,5.0,4.0,4.0,1-5 ,2.0,36.883333,10.25,11.3450822580238,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
677,2005,81398050-9396-4f17-a587-26b248ba2f44,590000.0,182900.0,La Soukra,soukra,ariana,260.0,5.0,4.0,3.0,1-5 ,1.0,36.883333,10.25,11.3450822580238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,2007,43c3e660-1aea-4fb3-a00a-f5bd8b220941,275000.0,85250.0,Raoued,raoued,ariana,260.0,5.0,4.0,1.0,1-5 ,2.0,36.954444,10.191389,16.228614774176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
679,2008,5b747038-6684-4d64-8dd6-713b8f635d63,270000.0,83700.0,Raoued,raoued,ariana,260.0,5.0,4.0,2.0,1-5 ,2.0,36.954444,10.191389,16.228614774176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
681,2013,6aeefb8b-040b-4176-9e6d-f421c9a487cb,770000.0,238700.0,El Menzah 9,menzah,tunis,252.0,5.0,3.0,3.0,1-5 ,2.0,36.845235,10.164723,4.6317218774898,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
683,2016,4a80f7e2-d47c-43f2-98a2-453374ee797a,1680000.0,520800.0,Bhar Lazreg,marsa,tunis,250.0,5.0,4.0,1.0,0,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
684,2017,aa129954-4461-493f-b338-c231647a2c80,1650000.0,511500.0,Les Berges Du Lac 2,marsa,tunis,250.0,5.0,4.0,3.0,5-10 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
688,2024,7a6c8738-c2bb-4adc-b90f-25270ac385d7,695000.0,215450.0,La Soukra,soukra,ariana,250.0,5.0,3.0,2.0,5-10 ,1.0,36.888321419002,10.27417,13.6509135501694,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
689,2026,17985f32-12eb-4658-bfe2-643f4ac0b490,659000.0,204290.0,Chotrana 1,soukra,ariana,250.0,5.0,4.0,3.0,0,2.0,36.883333,10.25,11.3450822580238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
690,2032,26262b14-a3d8-4f15-a268-08889e12d42b,450000.0,139500.0,Cité Ennasr 1,ariana ville,ariana,250.0,5.0,4.0,3.0,"10,20",0.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
691,2034,e2d063dd-9630-4b0d-9f53-f92cef426fc8,400000.0,124000.0,Aouina,marsa,tunis,250.0,5.0,4.0,2.0,10-20 ,1.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
692,2035,532be383-83ec-46bf-a26b-360eb783c918,390000.0,120900.0,El Yasminette,medina jedida,ben arous,250.0,5.0,4.0,1.0,0,2.0,36.7411239666645,10.2452780957031,10.0736056735353,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
696,2050,184f0038-e595-4cc2-8280-010b69e4ac18,200000.0,62000.0,Mornag,mornag,ben arous,245.0,5.0,4.0,1.0,0,2.0,36.68902,10.29964,18.3799491860473,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
697,2053,c00a9e17-cd16-4d5c-825e-7b46ae73783d,1450000.0,449500.0,Les Jardins de Carthage,kram,tunis,240.0,5.0,4.0,3.0,0,2.0,36.8499044527242,10.3003162538452,14.0395207208264,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
698,2054,b7d7b281-a40b-4bc0-9cd2-fa4faa8804d2,1250000.0,387500.0,Sidi Bousaid,carthage,tunis,240.0,5.0,4.0,2.0,"10,20",0.0,36.871576,10.3343581,18.4282515217891,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
699,2058,8c9f4135-dddb-4082-9836-928120af817a,670000.0,207700.0,El Manar 1,menzah,tunis,240.0,5.0,4.0,2.0,5-10 ,1.0,36.845235,10.164723,4.6317218774898,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
701,2061,5db1974a-e43f-40ad-a5e3-5007da80e92e,430000.0,133300.0,El Mourouj 1,mourouj,ben arous,240.0,5.0,4.0,1.0,5-10 ,1.0,36.713434,10.209552,10.6519988767836,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
702,2064,7029785d-7c30-4bad-8616-e2798a0e041e,780000.0,241800.0,La Soukra,soukra,ariana,239.0,5.0,3.0,3.0,1-5 ,1.0,36.8831141699289,10.250177025795,11.3405901816779,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
703,2068,d387b3b9-c3ba-4242-af48-846c721009a6,670000.0,207700.0,Charguia 2,soukra,ariana,237.0,5.0,4.0,2.0,0,2.0,36.883333,10.25,11.3450822580238,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
704,2069,3f3162b3-d50c-4531-8ba7-3a9c62f2f11a,670000.0,207700.0,Chotrana 1,soukra,ariana,237.0,5.0,4.0,3.0,0,2.0,36.883333,10.25,11.3450822580238,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
